Name,City,Latitude,Longitude,Address,Rating,SchoolType
Juan Lagunas Soria Elementary School,Oxnard,34.196678,-119.21183,93035,5,public
Yorkdale Elementary School,Los Angeles,34.120907,-118.19413,90042,5,public
William Anderson Elementary School,Lawndale,33.890907,-118.348129,90260,5,public
William Green Elementary School,Lawndale,33.877235,-118.355278,90260,5,public
Aspire Vanguard College Preparatory Academy,Modesto,37.639694,-120.899193,95319,5,charter
Will Rogers Middle School,Lawndale,33.889751,-118.346489,90260,5,public
F. D. Roosevelt Elementary School,Lawndale,33.898571,-118.348038,90260,5,public
Gompers Preparatory Academy,San Diego,32.71611,-117.093567,92102,5,charter
Hans Christensen Middle School,Menifee,33.719185,-117.181343,92586,5,public
Leonardo Da Vinci Health Sciences Charter School,Chula Vista,32.620281,-117.047707,91911,5,charter
Mesa View Middle School,Yucaipa,33.999401,-117.070076,92320,5,public
Nea Community Learning Center School,Alameda,37.778751,-122.28688,94501,5,charter
Puc Santa Rosa Charter Academy,Los Angeles,34.118599,-118.230621,90065,5,charter
Felicitas And Gonzalo Mendez High,Los Angeles,34.048519,-118.227036,90033,5,public
Valor Academy Middle School,North Hills,34.23468,-118.462639,91343,5,charter
Felton Elementary School,Lennox,33.942753,-118.357376,90304,5,public
KIPP Empower Academy,Los Angeles,33.961731,-118.282509,90003,5,charter
Lennox Middle School,Lennox,33.934654,-118.364754,90304,5,public
Century Academy,Thousand Oaks,34.205078,-118.860069,91360,5,public
The Academy Of Alameda,Alameda,37.777298,-122.284996,94501,5,charter
Camino Nuevo Academy #2,Los Angeles,34.068554,-118.288887,90020,5,charter
Pine Street Elementary School,Bishop,37.364418,-118.40612,93514,5,public
Redwood Heights Elementary School,Oakland,37.797302,-122.186356,94619,5,public
Megan Cope Elementary School,San Jacinto,33.786495,-117.013077,92582,5,public
Aeolian Elementary School,Whittier,33.966003,-118.066933,90606,5,public
Pacheco High School,Los Banos,37.068871,-120.81472,93635,5,public
Primary Years Academy,Stockton,37.967163,-121.300903,95204,5,public
Magnolia Science Academy Bell,Bell,33.979126,-118.20005,90201,5,charter
Wisdom Elementary School,Los Angeles,33.97345,-118.256088,90001,5,public
Addams Elementary School,Long Beach,33.852684,-118.191299,90805,5,public
Vista Del Valle Dual Language Academy,Los Angeles,34.295765,-118.421516,91340,5,public
Jurupa Hills High School,Fontana,34.060226,-117.450043,92337,5,public
Stockton Collegiate International Secondary School,Stockton,37.954552,-121.286903,95202,5,charter
Dolores Huerta Elementary School,Los Angeles,34.019157,-118.268456,90011,5,public
Aspire Pacific Academy,Huntington Park,33.990414,-118.226074,90255,5,charter
Estrella Elementary School,Los Angeles,33.990482,-118.273399,90011,5,public
East Los Angeles Performing Arts Academy at Esteban E. Torres High No. 1,Los Angeles,34.041878,-118.175346,90063,5,public
Vista Charter Middle School,Los Angeles,34.073887,-118.278748,90026,5,charter
Burnett Elementary School,Long Beach,33.797962,-118.18586,90806,5,public
Social Justice Leadership Academy At Esteban E. Torres High No. 5,Los Angeles,34.041878,-118.175346,90063,5,public
Rocketship Discovery Prep,San Jose,37.354202,-121.870049,95116,5,charter
Edison Elementary School,Long Beach,33.77462,-118.20089,90802,5,public
Valley Life Charter School,Visalia,36.312019,-119.332443,93277,5,charter
Sequoia Elementary School,Oakland,37.802181,-122.210922,94602,5,public
Sixth Grade Charter Academy At Petaluma Jr. High,Petaluma,38.231941,-122.656708,94952,5,charter
Downtown College Prep - Alum Rock School,San Jose,37.366749,-121.85791,95122,5,charter
Trivium Charter,Santa Maria,34.866016,-120.296051,93454,5,charter
Grant Elementary School,Long Beach,33.871536,-118.176262,90805,5,public
America's Finest Charter,San Diego,32.712837,-117.098083,92102,5,charter
Harte Elementary School,Long Beach,33.859852,-118.172684,90805,5,public
Monte Vista,Monterey,36.589844,-121.907524,93940,5,public
Three Rivers Charter School,Fort Bragg,39.421021,-123.81147,95437,5,charter
Telesis Academy Of Science & Math,Rowland Heights,34.006054,-117.884621,91792,5,public
Camino Nuevo Charter Academy No. 4,Los Angeles,34.076462,-118.265228,90026,5,charter
Green Design At Diego Rivera Learning Complex,Los Angeles,33.98325,-118.255493,90001,5,public
Public Service Community At Diego Rivera Learning Complex,Los Angeles,33.98325,-118.255493,90001,5,public
Academy of Scientific Exploration (ASE),Los Angeles,34.288513,-118.421013,91340,5,public
Valley Academy Of Arts And Sciences,Los Angeles,34.26004,-118.503616,91344,5,public
Extera Public Schools,Los Angeles,34.042622,-118.21302,90033,5,charter
Grimmway Academy,Arvin,35.213615,-118.834145,93203,5,charter
Laurel Tree Charter,Arcata,40.899464,-124.083763,95521,5,charter
Lakewood High School,Long Beach,33.837547,-118.120316,90713,5,public
Sierra Junior High,Prather,37.035618,-119.454933,93667,5,public
Goldenrod Elementary School,Kerman,36.730362,-120.044136,93630,5,public
Camino Polytechnic,Camino,38.732849,-120.678223,95709,5,charter
Toddy Thomas Elementary School,Fortuna,40.568256,-124.13726,95540,5,public
Woodlake High School,Woodlake,36.420189,-119.102943,93286,5,public
Stephens Middle School,Long Beach,33.808918,-118.218262,90810,5,public
Esperanza Elementary School,Oakland,37.737213,-122.174164,94603,5,public
Webster Elementary School,Long Beach,33.816528,-118.216705,90810,5,public
Willard Elementary School,Long Beach,33.779934,-118.156013,90804,5,public
Macy Elementary School,Whittier,33.944458,-117.971771,90631,5,public
Lincoln Elementary School,Lynwood,33.93306,-118.218079,90262,5,public
Lindbergh Elementary School,Lynwood,33.918865,-118.213737,90262,5,public
Los Angeles Leadership Primary Academy,Los Angeles,34.078568,-118.211494,90031,5,charter
Dos Caminos,Palmdale,34.594475,-118.153938,93551,5,public
Lazear Charter Academy,Oakland,37.775639,-122.231987,94601,5,charter
Mark Twain Elementary School,Lynwood,33.912827,-118.197769,90262,5,public
Baker Elementary School,El Monte,34.066208,-118.015816,91732,5,public
Cogswell Elementary School,El Monte,34.053917,-118.033699,91733,5,public
La Primaria Elementary School,El Monte,34.075607,-118.001877,91732,5,public
Maxson Elementary School,El Monte,34.050274,-118.02037,91732,5,public
Parkview Elementary School,El Monte,34.055859,-118.024216,91732,5,public
Twin Lakes Elementary School,El Monte,34.071121,-118.003372,91732,5,public
Jerry Voorhis Elementary School,El Monte,34.066006,-118.010788,91732,5,public
Bell Gardens Elementary School,Montebello,33.958866,-118.168221,90201,5,public
Cesar E. Chavez Elementary School,Montebello,33.973858,-118.154327,90201,5,public
Greenwood Elementary School,Montebello,33.996624,-118.118187,90640,5,public
Reach Leadership Academy,Riverside,33.980152,-117.335251,92507,5,charter
LPS Oakland R&D,Oakland,37.759045,-122.163963,94605,5,charter
Santa Fe Computer Science Magnet,Monrovia,34.131336,-118.002808,91016,5,public
Richmond Charter Academy,Richmond,37.911369,-122.354897,94804,5,charter
Schurr High School,Montebello,34.028416,-118.12178,90640,5,public
Suva Elementary School,Montebello,33.966499,-118.142624,90201,5,public
Rise Kohyang Middle School,Los Angeles,34.061108,-118.287468,90010,5,charter
Alliance Renee And Meyer Luskin Academy High School,Los Angeles,33.976624,-118.325882,90043,5,charter
Lucille Roybal-Allard Elementary,Los Angeles,33.975883,-118.209824,90255,5,public
"Walnut Park Middle B Science, Technology, Engineering And Mathematics Academy",Los Angeles,33.971325,-118.231186,90255,5,public
Washington Elementary School,Montebello,34.015514,-118.114006,90640,5,public
Linda Esperanza Marquez High C School Of Social Justice,Los Angeles,33.982704,-118.234207,90255,5,public
Visual And Performing Arts At Legacy High School Complex,Los Angeles,33.941311,-118.179085,90280,5,public
Wilcox Elementary School,Montebello,34.025112,-118.121971,90640,5,public
Academies Of Education And Empowerment At Carson High,Los Angeles,33.822594,-118.273857,90745,5,public
Diamond Point Elementary School,Pomona,34.032623,-117.797935,91765,5,public
Lincoln Elementary School,Pomona,34.070335,-117.753326,91768,5,public
Lorbeer Middle School,Pomona,34.017265,-117.808487,91765,5,public
Palomares Academy Of Health Science,Pomona,34.088055,-117.745033,91767,5,public
Westmont Elementary School,Pomona,34.04855,-117.780968,91766,5,public
Monte Vista Middle School,Whittier,33.921448,-118.032722,90604,5,public
Evelyn Carr Elementary School,Torrance,33.877548,-118.33268,90504,5,public
Monroe Elementary School,San Leandro,37.698593,-122.146111,94578,5,public
J. H. Hull Middle School,Torrance,33.814507,-118.317436,90501,5,public
John Muir Middle School,San Leandro,37.714569,-122.168129,94577,5,public
Torrance Elementary School,Torrance,33.823967,-118.32206,90501,5,public
Dean L. Shively School,South El Monte,34.043728,-118.048248,91733,5,public
San Leandro High School,San Leandro,37.718071,-122.143356,94577,5,public
Walter F. Dexter Middle School,Whittier,33.991554,-118.053368,90601,5,public
Washington Elementary School,San Leandro,37.732697,-122.157127,94577,5,public
Lydia Jackson Elementary School,Whittier,33.967678,-118.033432,90602,5,public
Longfellow Elementary School,Whittier,33.987843,-118.051178,90601,5,public
Cameron Elementary School,West Covina,34.061852,-117.920166,91790,5,public
Monte Vista Elementary School,West Covina,34.082275,-117.941376,91790,5,public
Orangewood Elementary School,West Covina,34.060608,-117.953819,91790,5,public
Cottonwood Elementary School,Quartz Hill,34.592926,-118.180878,93551,5,public
Rancho Vista Elementary School,Quartz Hill,34.620842,-118.210381,93551,5,public
Joe Walker Middle School,Quartz Hill,34.651821,-118.230972,93536,5,public
Clear Lake High School,Lakeport,39.059696,-122.915932,95453,5,public
Minnie Cannon Elementary School,Middletown,38.755562,-122.613693,95461,5,public
Middletown High School,Middletown,38.756554,-122.612907,95461,5,public
e3 Civic High School,San Diego,32.709248,-117.154633,92101,5,charter
Lassen High School,Susanville,40.415798,-120.654205,96130,5,public
Aspire Centennial College Preparatory Academy,Huntington Park,33.97744,-118.233879,90255,5,charter
Highland Academy,Beaumont,33.932323,-116.98278,92223,5,charter
Little Mountain Elementary,San Bernardino,34.171238,-117.316475,92407,5,public
Loma Vista Immersion Academy,Petaluma,38.255756,-122.626953,94954,5,charter
High Tech Elementary North County,San Diego,33.131439,-117.203773,92078,5,charter
Alpine Vista,Tulare,36.202274,-119.314903,93274,5,public
Diamond View Middle School,Susanville,40.406509,-120.662186,96130,5,public
Boulder Ridge Elementary,Homeland,33.723347,-117.159882,92585,5,public
Humanities And Arts (Harts) Academy Of Los Angeles,Los Angeles,33.803154,-118.305511,90710,5,public
Studio,Los Angeles,34.102261,-118.237396,90065,5,public
Valor Academy High School,North Hills,34.24078,-118.458221,91343,5,charter
Camino Nuevo High No. 2,Los Angeles,34.076412,-118.285851,90004,5,charter
Modoc High School,Alturas,41.492512,-120.541603,96101,5,public
Rancho Mirage High,Palm Springs,33.820633,-116.432617,92270,5,public
Modoc Middle School,Alturas,41.487839,-120.555557,96101,5,public
Oak Creek Intermediate School,Oakhurst,37.333557,-119.639259,93644,5,public
Oakhurst Elementary School,Oakhurst,37.329651,-119.646141,93644,5,public
La Vina Elementary School,Madera,36.874203,-120.128845,93637,5,public
Lincoln Elementary School,Madera,36.961479,-120.103981,93637,5,public
Millview Elementary School,Madera,36.97197,-120.040161,93638,5,public
Village Charter Academy,Canoga Park,34.20446,-118.603271,91303,5,charter
Caliber Beta Academy,Richmond,37.923206,-122.328903,94804,5,charter
Wild Rose Elementary School,Monrovia,34.150166,-117.992416,91016,5,public
Forest Charter,Grass Valley,39.255615,-121.023788,95959,5,charter
Bell Hill Academy,Grass Valley,39.215431,-121.067505,95945,5,public
Placer County Pathways Charter,Auburn,38.906467,-121.081253,95603,5,charter
Grand Terrace High School,Colton,34.021721,-117.328217,92313,5,public
Hawking S.T.E.A.M. Charter,Chula Vista,32.605904,-117.06115,91911,5,charter
Escalon Charter Academy,Escalon,37.796837,-120.995583,95320,5,charter
California Connections Academy at Ripon,Ripon,37.745514,-121.13475,95366,5,charter
Almond Acres Charter Academy,San Miguel,35.616253,-120.662926,93446,5,charter
Renaissance At Mathson,San Jose,37.3512,-121.842163,95116,5,public
Ace Charter High,San Jose,37.366749,-121.85791,95133,5,charter
Reginald M. Benton Middle School,Norwalk,33.914478,-117.995918,90638,5,public
La Pluma Elementary School,Norwalk,33.901066,-118.002136,90638,5,public
Norwalk High School,Norwalk,33.908134,-118.091461,90650,5,public
Arturo Sanchez Elementary School,Norwalk,33.883747,-118.077995,90650,5,public
Cimarron Elementary School,Palmdale,34.5527,-118.048889,93552,5,public
Ocotillo Elementary School,Palmdale,34.586277,-118.155418,93551,5,public
Palmdale Learning Plaza School,Palmdale,34.573013,-118.132019,93551,5,public
Wesley Gaines School,Paramount,33.885178,-118.169388,90723,5,public
Mark Keppel School,Paramount,33.893196,-118.180969,90723,5,public
Paramount High School,Paramount,33.901978,-118.152542,90723,5,public
Theodore Roosevelt,Paramount,33.910217,-118.157684,90723,5,public
Pasadena High School,Pasadena,34.162521,-118.092514,91107,5,public
Willard Elementary School,Pasadena,34.141407,-118.081955,91107,5,public
Allison Elementary School,Pomona,34.077873,-117.731979,91767,5,public
Aspire East Palo Alto Charter,East Palo Alto,37.468273,-122.127747,94303,5,charter
Washington Elementary,Sacramento,38.582561,-121.480919,95811,5,public
Clearwater Elementary,Perris,33.802795,-117.209503,92571,5,public
Uplift Monterey,Ontario,34.068943,-117.549011,91764,5,charter
ISANA Achernar Academy,Compton,33.915913,-118.222557,90222,5,charter
Animo Florence-Firestone Charter Middle,Los Angeles,33.977585,-118.275826,90003,5,charter
Old River Elementary,Knightsen,37.935364,-121.61956,94513,5,public
Contra Costa School Of Performing Arts,Walnut Creek,37.930347,-122.024612,94598,5,charter
Grimmway Academy Shafter,Shafter,35.492458,-119.286896,93263,5,charter
Ellen Ochoa Prep Academy,Pico Rivera,33.969711,-118.112785,90660,5,public
Community Collaborative Virtual - Keppel Partnership Academy,San Marcos,33.104259,-117.218887,92078,5,charter
ISANA Himalia Academy,Los Angeles,33.996231,-118.277939,90037,5,charter
J. C. Crumpton Elementary School,Monterey,36.67487,-121.785202,93933,5,public
John Adams Academy - Lincoln,Lincoln,38.882858,-121.26992,95648,5,charter
Starlight Elementary,Beaumont,33.955704,-116.955002,92223,5,public
Richard R. Oliphant Elementary,La Quinta,33.746735,-116.226715,92203,5,public
Del Sol Academy,Jurupa Valley,33.997299,-117.537201,91752,5,public
Orange Vista High,Perris,33.814682,-117.198059,92571,5,public
Jackson Elementary School,Jackson,38.350704,-120.772751,95642,5,public
Sparrow Academy,La Mesa,32.756023,-117.012711,91941,5,charter
Bayside Academy,Foster City,37.566174,-122.29525,94403,5,public
Tree Of Life International Charter,Anderson,40.466408,-122.332771,96007,5,charter
California Steam Sonoma Ii,Guerneville,38.511196,-122.996361,95446,5,charter
Richard Crane Elementary,Rohnert Park,38.340443,-122.690575,94928,5,public
Spring Lake Elementary,Woodland,38.64323,-121.735733,95776,5,public
Magnolia Science Academy Santa Ana,Santa Ana,33.744705,-117.908798,92703,5,charter
Anderson Valley Junior-Senior High School,Boonville,39.013893,-123.375931,95415,5,public
Rocketship Redwood City,Redwood City,37.481613,-122.216217,94063,5,charter
Geyserville New Tech Academy,Geyserville,38.720207,-122.890564,95441,5,public
Eastin Arcola,Madera,36.866375,-120.00901,93637,5,public
Mendota Elementary,Mendota,36.766701,-120.382538,93640,5,public
Bonsall High,Bonsall,33.297405,-117.175667,92003,5,public
The Academy Of Alameda Elementary,Alameda,37.777298,-122.284996,94501,5,charter
Potter Valley Elementary School,Potter Valley,39.321117,-123.104706,95469,5,public
Richmond Charter Elementary-Benito Juarez,Richmond,37.911369,-122.354897,94804,5,charter
John Henry High,Richmond,37.912766,-122.354881,94804,5,charter
Konocti Education Center,Lower Lake,38.933804,-122.616951,95422,5,public
KIPP Vida Preparatory Academy,Los Angeles,34.003387,-118.295677,90037,5,charter
STEM Academy of Boyle Heights HS,Los Angeles,34.036846,-118.209892,90033,5,public
Ypi Valley Public Charter High,Pacoima,34.2714,-118.404495,91331,5,charter
Goals Academy,Anaheim,33.850121,-117.92321,92801,5,charter
Paakuma K-8,San Bernardino,34.188454,-117.414543,92407,5,public
Ukiah High School,Ukiah,39.163883,-123.224678,95482,5,public
High Tech Elementary,San Diego,32.731712,-117.217369,92106,5,charter
Voices College-Bound Language Academy At Mt. Pleasant,San Jose,37.359211,-121.816101,95127,5,charter
Luis Valdez Leadership Academy,San Jose,37.3204,-121.848122,95122,5,charter
Empowering Possibilities International Charter,Woodland,38.554714,-121.562363,95691,5,charter
Alisal Community School,Salinas,36.682762,-121.605247,93905,5,public
Cesar E. Chavez Elementary School,Salinas,36.68729,-121.604477,93905,5,public
Lassen-Antelope Volcanic Academy (Lava),Red Bluff,40.183853,-122.245399,96080,5,charter
Jackson Junior High School,Jackson,38.352448,-120.779152,95642,5,public
Ione Olson Elementary School,Monterey,36.692642,-121.793579,93933,5,public
Ord Terrace Elementary School,Monterey,36.617706,-121.826012,93955,5,public
Pine Grove Elementary Stem Magnet,Jackson,38.352913,-120.779175,95642,5,public
North Monterey County High School,Moss Landing,36.780827,-121.734344,95012,5,public
Prunedale Elementary School,Moss Landing,36.77813,-121.665741,93907,5,public
Pioneer Magnet School for the Visual and Performing Arts,Jackson,38.432312,-120.571167,95666,5,public
Plymouth Elementary School,Jackson,38.477623,-120.851631,95669,5,public
North Salinas High School,Salinas,36.70636,-121.646591,93906,5,public
Salinas High School,Salinas,36.667919,-121.657539,93901,5,public
Biggs High School,Biggs,39.416046,-121.706581,95917,5,public
Shaffer Elementary School,Atwater,37.346703,-120.597511,95301,5,public
Delhi High School,Delhi,37.425663,-120.788948,95315,5,public
Schendel Elementary School,Delhi,37.428219,-120.779472,95315,5,public
Hilmar Middle School,Hilmar,37.398636,-120.857437,95324,5,public
Hilmar High School,Hilmar,37.401615,-120.852409,95324,5,public
Los Banos High School,Los Banos,37.051311,-120.841995,93635,5,public
R. M. Miano Elementary School,Los Banos,37.066322,-120.839104,93635,5,public
Le Grand High School,Le Grand,37.225388,-120.254883,95333,5,public
Ada Givens Elementary School,Merced,37.305592,-120.45388,95340,5,public
Washington Elementary School,Winton,37.439079,-120.564468,95388,5,public
Livingston High School,Atwater,37.376015,-120.72242,95334,5,public
Pioneer Elementary School,Merced,37.279274,-120.434738,95341,5,public
Weaver Middle School,Merced,37.288624,-120.432549,95341,5,public
Loma Verde Elementary School,Novato,38.064266,-122.547302,94949,5,public
Gordon H. Beatty Middle,Buena Park,33.883526,-117.99102,90621,5,public
Buena Park Junior High School,Buena Park,33.859581,-118.013611,90620,5,public
Arthur F. Corey Elementary School,Buena Park,33.855576,-118.021286,90620,5,public
Carl E. Gilbert Elementary School,Buena Park,33.867859,-118.006531,90621,5,public
James A. Whitaker Elementary School,Buena Park,33.862522,-117.986519,90621,5,public
Harold Ambuehl Elementary School,San Juan Capistrano,33.503529,-117.645226,92675,5,public
Richard Henry Dana Elementary School,San Juan Capistrano,33.468788,-117.707329,92629,5,public
Del Obispo Elementary School,San Juan Capistrano,33.48893,-117.680038,92675,5,public
Las Palmas Elementary School,San Juan Capistrano,33.428364,-117.624046,92672,5,public
Palisades Elementary School,San Juan Capistrano,33.461155,-117.667305,92624,5,public
Gridley High School,Gridley,39.367481,-121.684296,95948,5,public
Viejo Elementary School,San Juan Capistrano,33.574387,-117.664772,92691,5,public
Centralia Elementary School,Buena Park,33.833603,-117.927422,92801,5,public
Occs:chep/PCHS School,Costa Mesa,33.667988,-117.879997,92626,5,public
Thousand Oaks Elementary School,Berkeley,37.892387,-122.280632,94707,5,public
Sycamore Middle School,Gridley,39.362865,-121.699371,95948,5,public
Ladera Vista Junior High School,Fullerton,33.871223,-117.895973,92831,5,public
Maple Elementary School,Fullerton,33.865765,-117.920876,92832,5,public
Richman Elementary School,Fullerton,33.863605,-117.932449,92832,5,public
Bryant Elementary School,Garden Grove,33.796665,-117.987465,92841,5,public
Leo Carrillo Elementary School,Garden Grove,33.740574,-117.962906,92683,5,public
Leroy L. Doig Intermediate School,Garden Grove,33.765255,-117.906158,92843,5,public
Dwight D. Eisenhower Elementary School,Garden Grove,33.771683,-117.908424,92843,5,public
Los Amigos High School,Garden Grove,33.722088,-117.925636,92708,5,public
Mitchell Elementary School,Garden Grove,33.767574,-117.943573,92843,5,public
Rancho Elementary School,Novato,38.094753,-122.571518,94947,5,public
Hooker Oak Elementary School,Chico,39.744026,-121.836914,95926,5,public
San Ramon Elementary School,Novato,38.119545,-122.605255,94945,5,public
Tomales High School,Tomales,38.247269,-122.895073,94971,5,public
Marigold Elementary School,Chico,39.760616,-121.814568,95926,5,public
Coleman Elementary School,San Rafael,37.978153,-122.519066,94901,5,public
James B. Davidson Middle School,San Rafael,37.965897,-122.524902,94901,5,public
San Rafael High School,San Rafael,37.970821,-122.513268,94901,5,public
Lake Don Pedro Elementary School,Mariposa,37.67207,-120.358673,95329,5,public
Alta Heights Elementary School,Napa,38.302769,-122.272881,94559,5,public
River Charter School,Napa,38.286633,-122.303314,94558,5,charter
Vintage High School,Napa,38.333813,-122.301628,94558,5,public
West Park Elementary School,Napa,38.309155,-122.316711,94558,5,public
Yountville Elementary School,Napa,38.404861,-122.361694,94599,5,public
Rosedale Elementary School,Chico,39.723534,-121.852684,95928,5,public
Margaret G. Scotten Elementary School,Grass Valley,39.222279,-121.076866,95945,5,public
Grizzly Hill School,Nevada City,39.374104,-120.994835,95959,5,public
Barton (Clara) Elementary School,Anaheim,33.822414,-117.951378,92804,5,public
Durham Elementary School,Durham,39.6464,-121.804459,95938,5,public
Price (Adelaide) Elementary School,Anaheim,33.84013,-117.936249,92801,5,public
Roosevelt (Theodore) Elementary School,Anaheim,33.826405,-117.892357,92805,5,public
Stoddard (Alexander J.) Elementary School,Anaheim,33.801662,-117.933205,92802,5,public
Oxford Elementary School,Berkeley,37.887402,-122.268356,94707,5,public
Katella High School,Anaheim,33.824867,-117.88549,92806,5,public
Western High School,Anaheim,33.825672,-118.003471,92804,5,public
Del Lago Elementary School,Mission Viejo,33.6483,-117.655106,92691,5,public
Ralph A. Gates Elementary School,Mission Viejo,33.615509,-117.69738,92630,5,charter
Glen Yermo Elementary School,Mission Viejo,33.629177,-117.668236,92691,5,public
Lake Forest Elementary School,Mission Viejo,33.644337,-117.671257,92630,5,public
Linda Vista Elementary School,Mission Viejo,33.595409,-117.664993,92691,5,public
Los Alisos Intermediate School,Mission Viejo,33.617283,-117.690048,92691,5,public
Diamond Elementary School,Santa Ana,33.72821,-117.899773,92704,5,public
Garfield Elementary School,Santa Ana,33.749489,-117.86013,92701,5,public
Greenville Fundamental Elementary School,Santa Ana,33.699013,-117.899178,92704,5,public
Hoover Elementary School,Santa Ana,33.766319,-117.862801,92706,5,public
Douglas MacArthur Fundamental Intermediate School,Santa Ana,33.704781,-117.875427,92707,5,public
Madison Elementary School,Santa Ana,33.729565,-117.85746,92707,5,public
Martin Elementary School,Santa Ana,33.731964,-117.878235,92707,5,public
Walker Elementary School,Santa Ana,33.740128,-117.856918,92701,5,public
Wilson Elementary School,Santa Ana,33.757683,-117.882172,92706,5,public
Cerritos Elementary School,Anaheim,33.809956,-118.016098,92804,5,public
Hansen Elementary School,Anaheim,33.815392,-118.009995,92804,5,public
C. E. Utt Middle School,Tustin,33.734161,-117.804443,92780,5,public
Demille Elementary School,Westminster,33.739483,-117.985809,92655,5,public
Finley Elementary School,Westminster,33.764915,-118.018539,92683,5,public
Fryberger Elementary School,Westminster,33.770954,-118.008202,92683,5,public
Schmitt Elementary School,Westminster,33.765793,-118.004745,92683,5,public
Warner Middle School,Westminster,33.756771,-117.982376,92683,5,public
Webber Elementary School,Westminster,33.757118,-117.997009,92683,5,public
Alta-Dutch Flat Elementary School,Alta,39.207535,-120.807945,95701,5,public
EV Cain Middle,Auburn,38.905701,-121.078766,95603,5,charter
Skyridge Elementary School,Auburn,38.875069,-121.07299,95603,5,public
Colfax Elementary School,Colfax,39.104622,-120.962471,95713,5,public
Deer Valley High School,Antioch,37.968899,-121.777473,94531,5,public
Foresthill Divide,Foresthill,39.010624,-120.843971,95631,5,public
George A. Buljan Middle School,Roseville,38.777679,-121.301971,95678,5,public
William Kaseberg Elementary School,Roseville,38.75275,-121.30481,95678,5,public
George Sargeant Elementary School,Roseville,38.728668,-121.23867,95661,5,public
Bradford Woodbridge Fundamental Elementary School,Roseville,38.756767,-121.291138,95678,5,public
Truckee Elementary School,Truckee,39.324383,-120.219086,96161,5,public
Carlin C. Coppin Elementary School,Lincoln,38.901714,-121.2845,95648,5,public
Chester Junior/Senior High School,Quincy,40.302334,-121.230171,96020,5,public
Portola Junior/Senior High School,Quincy,39.801678,-120.466103,96122,5,public
Pioneer/Quincy Elementary School,Quincy,39.93594,-120.905647,95971,5,public
Quincy Junior/Senior High School,Quincy,39.939034,-120.937256,95971,5,public
S. Christa Mcauliffe Elementary School,Corona,33.904663,-117.485298,92505,5,public
Central Elementary School,Banning,33.927803,-116.877342,92220,5,public
Beaumont Senior High School,Beaumont,33.964931,-116.979828,92223,5,public
Edna Hill Middle School,Brentwood,37.930916,-121.691307,94513,5,public
La Quinta Middle School,La Quinta,33.687813,-116.286659,92253,5,public
West Valley High School,Hemet,33.718002,-117.010284,92545,5,public
Glen Avon Elementary School,Jurupa Valley,34.008858,-117.461632,92509,5,public
Granite Hill Elementary School,Jurupa Valley,34.020664,-117.489174,92509,5,public
Indian Hills Elementary School,Jurupa Valley,33.97472,-117.451263,92509,5,public
Jurupa Valley High School,Jurupa Valley,34.002193,-117.522102,91752,5,public
Excelsior Middle School,Byron,37.877533,-121.639175,94514,5,public
Mission Bell Elementary School,Jurupa Valley,34.016384,-117.501495,92509,5,public
Rustic Lane Elementary School,Jurupa Valley,34.004734,-117.429428,92509,5,public
Elsinore High School,Lake Elsinore,33.623798,-117.277977,92595,5,public
Donald Graham Elementary School,Lake Elsinore,33.60603,-117.257416,92595,5,public
Luiseno,Lake Elsinore,33.725082,-117.424347,92883,5,public
Wildomar Elementary School,Lake Elsinore,33.603008,-117.272339,92595,5,public
Chester W. Morrison Elementary School,Menifee,33.682217,-117.188385,92584,5,public
Bear Valley Elementary School,Moreno Valley,33.934647,-117.206955,92555,5,public
Canyon Springs High School,Moreno Valley,33.962261,-117.258347,92557,5,public
Moreno Elementary School,Moreno Valley,33.925045,-117.197182,92555,5,public
Moreno Valley High School,Moreno Valley,33.924942,-117.255714,92553,5,public
Sugar Hill Elementary School,Moreno Valley,33.965858,-117.23661,92557,5,public
Sunnymeadows Elementary School,Moreno Valley,33.932384,-117.256195,92553,5,public
Valley View High School,Moreno Valley,33.930176,-117.194527,92555,5,public
Nuview Elementary School,Nuevo,33.820282,-117.130936,92567,5,public
Valley View Elementary School,Nuevo,33.810131,-117.108414,92567,5,public
Landau Elementary School,Palm Springs,33.82972,-116.474388,92234,5,public
Mountain View Middle School,Beaumont,33.954914,-116.980553,92223,5,public
Coronita Elementary School,Norco,33.872585,-117.602089,92882,5,public
Garretson Elementary School,Norco,33.863247,-117.562172,92879,5,public
Home Gardens Academy,Norco,33.876625,-117.520508,92879,5,public
Letha Raney Intermediate School,Norco,33.862404,-117.582169,92882,5,public
Sierra Vista Elementary School,Norco,33.933132,-117.546349,92860,5,public
John Stallings Elementary School,Norco,33.856228,-117.551468,92881,5,public
Newhope Elementary School,Garden Grove,33.733173,-117.926933,92704,5,public
Stanford Avenue Elementary School,Oroville,39.513966,-121.535797,95966,5,public
Mamie L. Northcutt Elementary School,Garden Grove,33.71909,-117.931755,92708,5,public
Riverdale Elementary School,Garden Grove,33.771297,-117.895767,92843,5,public
Linton T. Simmons Elementary School,Garden Grove,33.794189,-117.943687,92840,5,public
Wakeham Elementary School,Garden Grove,33.788067,-117.996811,92841,5,public
Woodbury Elementary School,Garden Grove,33.762184,-117.930687,92843,5,public
Las Plumas High School,Oroville,39.478661,-121.537712,95966,5,public
Ocean View High School,Huntington Beach,33.714279,-118.001137,92647,5,public
Oroville High School,Oroville,39.514671,-121.545204,95966,5,public
